Gıda,Kod,Gruplar,Grup Linkleri,Gıda Linki
"Yenilebilir sakatat, dana böbrek",03.01.0005,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-bobrek-74
"Yenilebilir sakatat, dana dalak",03.01.0007,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-dalak-73
"Yenilebilir sakatat, dana dil",03.01.0008,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-dil-70
"Yenilebilir sakatat, dana işkembe",03.01.0009,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-iskembe-72
"Yenilebilir sakatat, dana kalp",03.01.0010,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-kalp-75
"Yenilebilir sakatat, koyun bağırsak",03.01.0043,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-koyun-bagirsak-543
"Yer fıstığı, kuru",07.01.0004,Yağlı tohumlar ve kuru baklagiller,https://turkomp.tarimorman.gov.tr/?type=foods&group=7,https://turkomp.tarimorman.gov.tr/food-yer-fistigi-kuru-161
"Yoğurt, çilekli, tam yağlı",01.02.0023,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-cilekli-tam-yagli-749
"Yoğurt, homojenize, tam yağlı (süt yağı ≥ % 3.8)",01.02.0015,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-tam-yagli-sut-yagi---3-8-4
"Yoğurt, homojenize, yarım yağlı (% 2 > süt yağı ≥ % 1.5)",01.02.0016,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-yarim-yagli--2--sut-yagi---1-5-3
"Yoğurt, kaymaklı",01.02.0019,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-kaymakli-2
"Yoğurt, manda sütü",01.02.0018,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-manda-sutu-6
"Yoğurt, probiyotik, sade",13.02.0018,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-yogurt-probiyotik-sade-659
"Yoğurt, Silifke, Mersin",12.02.0068,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-silifke-mersin-489
"Yoğurt, Silivri, İstanbul",12.02.0121,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-silivri-istanbul-592
"Yoğurt, süzme, Burdur",12.02.0097,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-suzme-burdur-559
"Yoğurt, süzme, Konya",12.02.0152,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-suzme-konya-642
"Yoğurt, Van",12.02.0096,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-van-558
"Yufka, böreklik, çiğ",06.02.0038,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yufka-boreklik-cig-690
"Yufka, pişmiş",06.02.0037,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yufka-pismis-680
Yulaf kepeği,06.02.0032,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-kepegi-151
Yulaf unu,06.02.0033,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-unu-152
"Yulaf, beyaz",06.01.0003,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-beyaz-148
"Yulaf, kırmızı",06.01.0008,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-kirmizi-149
"Yumurta, beyaz, pastörize",02.02.0002,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-beyaz-pastorize-33
"Yumurta, bıldırcın, tam",02.01.0001,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-bildircin-tam-29
"Yumurta, devekuşu, tam",02.01.0002,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-devekusu-tam-30
"Yumurta, sarı, pastörize",02.02.0001,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-sari-pastorize-34
"Yumurta, tavuk, beyaz (ak)",02.01.0005,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-tavuk-beyaz-ak-28
"Yumurta, tavuk, sarı",02.01.0006,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-tavuk-sari-27
"Yumurta, tavuk, tam",02.01.0007,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-tavuk-tam-26
Zargana,04.01.0017,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-zargana-97
"Zeytin ezmesi, siyah",09.02.0060,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-ezmesi-siyah-758
"Zeytin, siyah, salamura",09.02.0053,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-siyah-salamura-388
"Zeytin, siyah, sele",09.02.0052,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-siyah-sele-389
"Zeytin, yeşil, kokteyl, biberli",09.02.0051,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-yesil-kokteyl-biberli-390
"Zeytin, yeşil, salamura",09.02.0054,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-yesil-salamura-391
"Zeytinyağı, rafine",05.02.0008,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-zeytinyagi-rafine-105
"Zeytinyağı, riviera",05.02.0009,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-zeytinyagi-riviera-104
"Zeytinyağı, sızma",05.02.0010,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-zeytinyagi-sizma-103
"Zile pekmezi (beyaz, sert, üzüm pekmezi)",12.02.0067,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-zile-pekmezi-beyaz-sert-uzum-pekmezi-488
Zingit,09.01.0061,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zingit-732
"Dana eti, bonfile",03.01.0004,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-bonfile-41
"Dana eti, but",03.01.0006,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-but-45
"Dana eti, kol",03.01.0012,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-kol-44
"Dana eti, kontrfile",03.01.0013,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-kontrfile-42
"Dana eti, pirzola",03.01.0014,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-dana-eti-pirzola-43
Deli kereviz,08.01.0082,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-deli-kereviz-709
Deli maydanoz,08.01.0087,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-deli-maydanoz-714
Deniz börülcesi,08.01.0083,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-deniz-borulcesi-710
Denizli leblebisi,12.02.0115,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-denizli-leblebisi-583
Dereotu,08.01.0013,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-dereotu-255
"Devekuşu eti, but",03.01.0015,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-devekusu-eti-but-59
"Devekuşu eti, göğüs",03.01.0016,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-devekusu-eti-gogus-58
Dikenucu,08.01.0095,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-dikenucu-722
"Doğal zengin mineralli gazlı içecek, limon aromalı",11.02.0019,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-dogal-zengin-mineralli-gazli-icecek-limon-aromali-759
Dolambaç,08.01.0093,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-dolambac-720
Domates salçası,08.02.0033,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-domates-salcasi-170
Domates suyu,08.02.0034,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-domates-suyu-172
"Domates, doğranmış, konserve",08.02.0035,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-domates-dogranmis-konserve-171
"Domates, kuru",08.02.0001,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-domates-kuru-173
"Domates, sofralık",08.01.0015,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-domates-sofralik-168
"Domates, sofralık, kiraz",08.01.0014,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-domates-sofralik-kiraz-169
"Dondurma, yanıksı, Antalya",12.02.0113,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-dondurma-yaniksi-antalya-580
"Döner, et, Kastamonu, pişmiş",12.02.0129,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-doner-et-kastamonu-pismis-604
"Döner, et, pişmiş, Bursa",12.02.0135,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-doner-et-pismis-bursa-615
"Döner, kıyma, çiğ",03.02.0001,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-doner-kiyma-cig-77
"Döner, piliç eti, çiğ",03.02.0002,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-doner-pilic-eti-cig-78
"Dut, beyaz, kuru",09.02.0015,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-dut-beyaz-kuru-373
"Dut, beyaz, sofralık",09.01.0013,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-dut-beyaz-sofralik-371
Ebegümeci,08.01.0016,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-ebegumeci-279
Ecibücü,08.01.0086,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-ecibucu-713
Edirne beyaz peyniri,12.02.0100,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-edirne-beyaz-peyniri-563
"Ekmek, beyaz",06.02.0009,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-ekmek-beyaz-126
"Ekmek, beyaz, tuzsuz",13.02.0021,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-ekmek-beyaz-tuzsuz-660
"Ekmek, çavdar",06.02.0007,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-ekmek-cavdar-124
"Ekmek, glutensiz, PKU",13.02.0004,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-ekmek-glutensiz-pku-649
"Ekmek, kepekli",06.02.0013,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-ekmek-kepekli-127
"Ekmek, mısır",06.02.0018,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-ekmek-misir-139
"Ekmek, tam buğday unlu",06.02.0027,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-ekmek-tam-bugday-unlu-128
"Ekmek, yulaf",06.02.0031,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-ekmek-yulaf-150
Elma suyu,09.02.0018,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-elma-suyu-334
"Elma, güzlük ve kışlık, Fuji çeşidi",09.01.0064,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-elma-guzluk-ve-kislik-fuji-cesidi-333
"Elma, kuru",09.02.0017,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-elma-kuru-335
"Elma, yazlık, Gala çeşidi",09.01.0015,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-elma-yazlik-gala-cesidi-332
"Emülsifiye Et  ürünü, sosis,  dana",03.02.0014,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-emulsifiye-et-urunu-sosis-dana-765
"Emülsifiye Et  ürünü, sosis,  Hindi",03.02.0006,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-emulsifiye-et-urunu-sosis-hindi-742
"Emülsifiye Et  ürünü, sosis,  Piliç",03.02.0004,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-emulsifiye-et-urunu-sosis-pilic-740
"Emülsifiye et ürünü, salam, dana",03.02.0003,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-emulsifiye-et-urunu-salam-dana-697
"Emülsifiye et ürünü, salam, hindi",03.02.0009,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-emulsifiye-et-urunu-salam-hindi-745
"Emülsifiye et ürünü, salam, piliç",03.02.0007,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-emulsifiye-et-urunu-salam-pilic-743
Enginar,08.01.0017,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-enginar-241
"Enginar, dondurulmuş",08.02.0030,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-enginar-dondurulmus-243
"Enginar, konserve",08.02.0031,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-enginar-konserve-242
"Erik, Avrupa erik grubu, kuru",09.02.0006,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-erik-avrupa-erik-grubu-kuru-343
"Erik, Avrupa erik Grubu, Stanley çeşidi",09.01.0016,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-erik-avrupa-erik-grubu-stanley-cesidi-341
"Erik, Japon erik grubu, Black Amber çeşidi",09.01.0017,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-erik-japon-erik-grubu-black-amber-cesidi-340
"Eritme Peyniri, sade, tam yağlı",01.02.0024,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-eritme-peyniri-sade-tam-yagli-750
Erzincan tulum peyniri,12.02.0091,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-erzincan-tulum-peyniri-547
Eşek turpu,08.01.0076,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-esek-turpu-702
"Eski kaşar, Kars",12.02.0088,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-eski-kasar-kars-544
"Et suyu, tablet (bulyon)",12.02.0001,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-et-suyu-tablet-bulyon-433
Ezine peyniri,12.02.0120,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-ezine-peyniri-591
Fasulye,08.01.0018,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-fasulye-206
"Fasulye, dermason, kuru",08.02.0026,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-fasulye-dermason-kuru-210
"Fasulye, dondurulmuş",08.02.0027,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-fasulye-dondurulmus-207
"Fasulye, konserve",08.02.0028,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-fasulye-konserve-208
"Fındık ezmesi, şeker ilaveli",10.02.0015,"Meyve ve meyve ürünleri, Şeker ve şekerli ürünler","https://turkomp.tarimorman.gov.tr/?type=foods&group=9, https://turkomp.tarimorman.gov.tr/?type=foods&group=10",https://turkomp.tarimorman.gov.tr/food-findik-ezmesi-seker-ilaveli-409
"Fındık iç, beyazlatılmış",09.02.0010,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-findik-ic-beyazlatilmis-407
"Fındık kreması, kakaolu",10.02.0014,"Meyve ve meyve ürünleri, Şeker ve şekerli ürünler","https://turkomp.tarimorman.gov.tr/?type=foods&group=9, https://turkomp.tarimorman.gov.tr/?type=foods&group=10",https://turkomp.tarimorman.gov.tr/food-findik-kremasi-kakaolu-607
Fındık yağı,05.02.0004,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-findik-yagi-106
"Fındık, iç, kavrulmuş",09.02.0057,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-findik-ic-kavrulmus-685
"Galeta, sade",06.02.0023,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-galeta-sade-665
Geleboru,09.01.0019,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-geleboru-506
